candidate,office,district,party,county,precinct,votes,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 1,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,58,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 2 ED 2,2,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 2 ED 2,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 2 ED 2,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 2 ED 2,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 2 ED 2,4,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,28,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,26,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,33,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,12,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,3,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,10,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,30,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,8,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,3,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,7,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,3,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 2,5,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 2,0,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 2,2,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 2,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 2,2,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 2,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 2,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,53,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 2 ED 3,0,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 2 ED 3,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 2 ED 3,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 2 ED 3,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 2 ED 3,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,21,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,25,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,3,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,3,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,27,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,15,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,8,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,28,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,6,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,0,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,9,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,3,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 2 ED 3,5,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 3,0,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 3,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 3,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 3,0,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 3,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 2 ED 3,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,53,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 3 ED 1,0,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 3 ED 1,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 3 ED 1,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 3 ED 1,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 3 ED 1,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,23,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,24,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,5,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,28,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,19,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,5,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,24,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,4,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,3,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,11,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 1,9,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 1,0,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 1,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 1,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 1,0,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 1,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 1,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,77,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 3 ED 2,0,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 3 ED 2,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 3 ED 2,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 3 ED 2,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 3 ED 2,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,41,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,31,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,40,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,21,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,14,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,32,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,7,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,4,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,19,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,3,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 2,10,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 2,0,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 2,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 2,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 2,1,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 2,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 2,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,97,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 3 ED 3,2,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 3 ED 3,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 3 ED 3,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 3 ED 3,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 3 ED 3,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,53,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,32,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,3,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,9,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,43,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,34,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,18,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,46,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,8,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,2,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,26,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 3 ED 3,12,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 3,0,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 3,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 3,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 3,0,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 3,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 3 ED 3,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,138,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 4 ED 1,3,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 4 ED 1,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 4 ED 1,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 4 ED 1,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 4 ED 1,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,71,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,57,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,9,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,68,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,48,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,21,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,74,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,14,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,8,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,19,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 1,19,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 1,0,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 1,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 1,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 1,0,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 1,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 1,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,71,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 4 ED 2,0,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 4 ED 2,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 4 ED 2,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 4 ED 2,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 4 ED 2,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,28,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,32,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,10,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,39,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,16,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,15,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,35,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,9,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,0,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,13,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 2,12,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 2,0,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 2,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 2,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 2,0,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 2,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 2,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,123,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 4 ED 3,1,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 4 ED 3,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 4 ED 3,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 4 ED 3,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 4 ED 3,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,47,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,70,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,4,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,85,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,24,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,12,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,66,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,10,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,3,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,24,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,9,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 3,9,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 3,0,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 3,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 3,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 3,0,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 3,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 3,0,,
,Ballots Cast,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,117,,
,Ballots Cast,,CONSERVATIVE,Albany,WATERVLIET WARD 4 ED 4,1,,
,Ballots Cast,,GREEN,Albany,WATERVLIET WARD 4 ED 4,0,,
,Ballots Cast,,INDEPENDENCE,Albany,WATERVLIET WARD 4 ED 4,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,WATERVLIET WARD 4 ED 4,0,,
,Ballots Cast,,REFORM,Albany,WATERVLIET WARD 4 ED 4,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,69,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,44,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,3,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,63,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,38,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,2,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,14,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,58,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,8,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,5,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,35,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,4,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,WATERVLIET WARD 4 ED 4,6,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 4,1,,
Mike Diederich,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 4,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 4,0,,
WRITE-IN,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 4,0,,
OVER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 4,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,WATERVLIET WARD 4 ED 4,0,,
,Ballots Cast,,DEMOCRATIC,Albany,BERNE ED 1,63,,
,Ballots Cast,,CONSERVATIVE,Albany,BERNE ED 1,0,,
,Ballots Cast,,GREEN,Albany,BERNE ED 1,0,,
,Ballots Cast,,INDEPENDENCE,Albany,BERNE ED 1,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,BERNE ED 1,0,,
,Ballots Cast,,REFORM,Albany,BERNE ED 1,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,BERNE ED 1,36,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,BERNE ED 1,20,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,BERNE ED 1,3,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,BERNE ED 1,2,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,BERNE ED 1,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 1,26,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 1,29,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 1,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 1,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,BERNE ED 1,7,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,BERNE ED 1,25,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,BERNE ED 1,3,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,BERNE ED 1,1,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,BERNE ED 1,30,,
