county,precinct,office,district,candidate,party,votes,absentee
Cattaraugus,Franklinville District 1,U.S. House,23,Tom Reed,CON,38,6
Cattaraugus,Franklinville District 2,U.S. House,23,Tom Reed,CON,20,8
Cattaraugus,Freedom,U.S. House,23,Tom Reed,CON,66,5
Cattaraugus,Great Valley 1,U.S. House,23,Tom Reed,CON,23,1
Cattaraugus,Great Valley 2,U.S. House,23,Tom Reed,CON,30,5
Cattaraugus,Hinsdale,U.S. House,23,Tom Reed,CON,63,0
Cattaraugus,Humphrey,U.S. House,23,Tom Reed,CON,25,6
Cattaraugus,Ischua,U.S. House,23,Tom Reed,CON,17,2
Cattaraugus,Leon,U.S. House,23,Tom Reed,CON,28,6
Cattaraugus,Little Valley,U.S. House,23,Tom Reed,CON,28,8
Cattaraugus,Lyndon,U.S. House,23,Tom Reed,CON,18,7
Cattaraugus,Machias,U.S. House,23,Tom Reed,CON,58,9
Cattaraugus,Mansfield,U.S. House,23,Tom Reed,CON,9,2
Cattaraugus,Napoli,U.S. House,23,Tom Reed,CON,36,5
Cattaraugus,New Albion,U.S. House,23,Tom Reed,CON,50,5
Cattaraugus,Otto,U.S. House,23,Tom Reed,CON,31,8
Cattaraugus,Perrysburg,U.S. House,23,Tom Reed,CON,63,5
Cattaraugus,Persia,U.S. House,23,Tom Reed,CON,68,0
Cattaraugus,Portville 1,U.S. House,23,Tom Reed,CON,34,0
Cattaraugus,Portville 2,U.S. House,23,Tom Reed,CON,50,1
Cattaraugus,Randolph District 1,U.S. House,23,Tom Reed,CON,37,2
Cattaraugus,Randolph District 2,U.S. House,23,Tom Reed,CON,19,2
Cattaraugus,Red House,U.S. House,23,Tom Reed,CON,2,1
Cattaraugus,South Valley,U.S. House,23,Tom Reed,CON,10,5
Cattaraugus,Town of Olean 1,U.S. House,23,Tom Reed,CON,12,0
Cattaraugus,Town of Olean 2,U.S. House,23,Tom Reed,CON,14,5
Cattaraugus,Town of Salamanca,U.S. House,23,Tom Reed,CON,20,1
Cattaraugus,Yorkshire 1,U.S. House,23,Tom Reed,CON,67,8
Cattaraugus,Yorkshire 2,U.S. House,23,Tom Reed,CON,49,4
Cattaraugus,Allegany District 1,U.S. House,23,Tracy Mitrano,WOR,7,6
Cattaraugus,Allegany District 2,U.S. House,23,Tracy Mitrano,WOR,4,4
Cattaraugus,Allegany District 3,U.S. House,23,Tracy Mitrano,WOR,6,5
Cattaraugus,Allegany District 4,U.S. House,23,Tracy Mitrano,WOR,13,4
Cattaraugus,Allegany District 5,U.S. House,23,Tracy Mitrano,WOR,17,1
Cattaraugus,Ashford District 1,U.S. House,23,Tracy Mitrano,WOR,7,6
Cattaraugus,Ashford District 2,U.S. House,23,Tracy Mitrano,WOR,18,3
Cattaraugus,Carrollton,U.S. House,23,Tracy Mitrano,WOR,12,1
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Tracy Mitrano,WOR,13,4
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Tracy Mitrano,WOR,13,0
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Tracy Mitrano,WOR,14,3
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Tracy Mitrano,WOR,5,5
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Tracy Mitrano,WOR,14,2
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Tracy Mitrano,WOR,12,8
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Tracy Mitrano,WOR,11,4
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Tracy Mitrano,WOR,9,2
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Tracy Mitrano,WOR,9,2
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Tracy Mitrano,WOR,6,1
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Tracy Mitrano,WOR,11,7
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Tracy Mitrano,WOR,13,2
Cattaraugus,Coldspring,U.S. House,23,Tracy Mitrano,WOR,6,3
Cattaraugus,Conewango,U.S. House,23,Tracy Mitrano,WOR,12,0
Cattaraugus,Dayton,U.S. House,23,Tracy Mitrano,WOR,7,0
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Tracy Mitrano,WOR,42,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Tracy Mitrano,WOR,37,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Tracy Mitrano,WOR,79,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Tracy Mitrano,WOR,48,
Cattaraugus,East Otto,U.S. House,23,Tracy Mitrano,WOR,10,4
Cattaraugus,Ellicottville,U.S. House,23,Tracy Mitrano,WOR,11,1
Cattaraugus,Farmersville,U.S. House,23,Tracy Mitrano,WOR,2,3
Cattaraugus,Franklinville District 1,U.S. House,23,Tracy Mitrano,WOR,19,3
Cattaraugus,Franklinville District 2,U.S. House,23,Tracy Mitrano,WOR,14,2
Cattaraugus,Freedom,U.S. House,23,Tracy Mitrano,WOR,19,2
Cattaraugus,Great Valley 1,U.S. House,23,Tracy Mitrano,WOR,7,5
Cattaraugus,Great Valley 2,U.S. House,23,Tracy Mitrano,WOR,13,5
Cattaraugus,Hinsdale,U.S. House,23,Tracy Mitrano,WOR,16,0
Cattaraugus,Humphrey,U.S. House,23,Tracy Mitrano,WOR,11,8
Cattaraugus,Ischua,U.S. House,23,Tracy Mitrano,WOR,7,6
Cattaraugus,Leon,U.S. House,23,Tracy Mitrano,WOR,7,2
Cattaraugus,Little Valley,U.S. House,23,Tracy Mitrano,WOR,13,8
Cattaraugus,Lyndon,U.S. House,23,Tracy Mitrano,WOR,7,2
Cattaraugus,Machias,U.S. House,23,Tracy Mitrano,WOR,21,4
Cattaraugus,Mansfield,U.S. House,23,Tracy Mitrano,WOR,7,3
Cattaraugus,Napoli,U.S. House,23,Tracy Mitrano,WOR,7,0
Cattaraugus,New Albion,U.S. House,23,Tracy Mitrano,WOR,21,3
Cattaraugus,Otto,U.S. House,23,Tracy Mitrano,WOR,4,1
Cattaraugus,Perrysburg,U.S. House,23,Tracy Mitrano,WOR,28,2
Cattaraugus,Persia,U.S. House,23,Tracy Mitrano,WOR,22,0
Cattaraugus,Portville 1,U.S. House,23,Tracy Mitrano,WOR,12,0
Cattaraugus,Portville 2,U.S. House,23,Tracy Mitrano,WOR,6,0
Cattaraugus,Randolph District 1,U.S. House,23,Tracy Mitrano,WOR,12,2
Cattaraugus,Randolph District 2,U.S. House,23,Tracy Mitrano,WOR,17,0
Cattaraugus,Red House,U.S. House,23,Tracy Mitrano,WOR,0,0
Cattaraugus,South Valley,U.S. House,23,Tracy Mitrano,WOR,5,3
Cattaraugus,Town of Olean 1,U.S. House,23,Tracy Mitrano,WOR,6,1
Cattaraugus,Town of Olean 2,U.S. House,23,Tracy Mitrano,WOR,2,5
Cattaraugus,Town of Salamanca,U.S. House,23,Tracy Mitrano,WOR,7,5
Cattaraugus,Yorkshire 1,U.S. House,23,Tracy Mitrano,WOR,13,4
Cattaraugus,Yorkshire 2,U.S. House,23,Tracy Mitrano,WOR,27,4
Cattaraugus,Allegany District 1,U.S. House,23,Andrew M. Kolstee,LIB,9,1
Cattaraugus,Allegany District 2,U.S. House,23,Andrew M. Kolstee,LIB,0,0
Cattaraugus,Allegany District 3,U.S. House,23,Andrew M. Kolstee,LIB,6,0
Cattaraugus,Allegany District 4,U.S. House,23,Andrew M. Kolstee,LIB,3,1
Cattaraugus,Allegany District 5,U.S. House,23,Andrew M. Kolstee,LIB,10,0
Cattaraugus,Ashford District 1,U.S. House,23,Andrew M. Kolstee,LIB,6,1
Cattaraugus,Ashford District 2,U.S. House,23,Andrew M. Kolstee,LIB,9,0
Cattaraugus,Carrollton,U.S. House,23,Andrew M. Kolstee,LIB,9,0
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Andrew M. Kolstee,LIB,11,1
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Andrew M. Kolstee,LIB,6,2
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Andrew M. Kolstee,LIB,3,2
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Andrew M. Kolstee,LIB,7,2
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Andrew M. Kolstee,LIB,7,0
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Andrew M. Kolstee,LIB,5,2
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Andrew M. Kolstee,LIB,2,2
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Andrew M. Kolstee,LIB,1,0
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Andrew M. Kolstee,LIB,8,0
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Andrew M. Kolstee,LIB,1,0
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Andrew M. Kolstee,LIB,4,2
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Andrew M. Kolstee,LIB,6,1
Cattaraugus,Coldspring,U.S. House,23,Andrew M. Kolstee,LIB,2,0
Cattaraugus,Conewango,U.S. House,23,Andrew M. Kolstee,LIB,7,0
Cattaraugus,Dayton,U.S. House,23,Andrew M. Kolstee,LIB,7,1
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Andrew M. Kolstee,LIB,15,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Andrew M. Kolstee,LIB,13,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Andrew M. Kolstee,LIB,24,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Andrew M. Kolstee,LIB,11,
Cattaraugus,East Otto,U.S. House,23,Andrew M. Kolstee,LIB,5,1
Cattaraugus,Ellicottville,U.S. House,23,Andrew M. Kolstee,LIB,6,0
Cattaraugus,Farmersville,U.S. House,23,Andrew M. Kolstee,LIB,4,0
Cattaraugus,Franklinville District 1,U.S. House,23,Andrew M. Kolstee,LIB,2,1
Cattaraugus,Franklinville District 2,U.S. House,23,Andrew M. Kolstee,LIB,3,3
Cattaraugus,Freedom,U.S. House,23,Andrew M. Kolstee,LIB,12,2
Cattaraugus,Great Valley 1,U.S. House,23,Andrew M. Kolstee,LIB,6,1
Cattaraugus,Great Valley 2,U.S. House,23,Andrew M. Kolstee,LIB,7,2
Cattaraugus,Hinsdale,U.S. House,23,Andrew M. Kolstee,LIB,5,1
Cattaraugus,Humphrey,U.S. House,23,Andrew M. Kolstee,LIB,1,4
Cattaraugus,Ischua,U.S. House,23,Andrew M. Kolstee,LIB,3,1
Cattaraugus,Leon,U.S. House,23,Andrew M. Kolstee,LIB,4,3
Cattaraugus,Little Valley,U.S. House,23,Andrew M. Kolstee,LIB,9,1
Cattaraugus,Lyndon,U.S. House,23,Andrew M. Kolstee,LIB,4,0
Cattaraugus,Machias,U.S. House,23,Andrew M. Kolstee,LIB,9,2
Cattaraugus,Mansfield,U.S. House,23,Andrew M. Kolstee,LIB,5,2
Cattaraugus,Napoli,U.S. House,23,Andrew M. Kolstee,LIB,5,0
Cattaraugus,New Albion,U.S. House,23,Andrew M. Kolstee,LIB,13,0
Cattaraugus,Otto,U.S. House,23,Andrew M. Kolstee,LIB,3,1
Cattaraugus,Perrysburg,U.S. House,23,Andrew M. Kolstee,LIB,4,0
Cattaraugus,Persia,U.S. House,23,Andrew M. Kolstee,LIB,6,0
Cattaraugus,Portville 1,U.S. House,23,Andrew M. Kolstee,LIB,11,0
Cattaraugus,Portville 2,U.S. House,23,Andrew M. Kolstee,LIB,9,0
Cattaraugus,Randolph District 1,U.S. House,23,Andrew M. Kolstee,LIB,2,1
Cattaraugus,Randolph District 2,U.S. House,23,Andrew M. Kolstee,LIB,5,0
Cattaraugus,Red House,U.S. House,23,Andrew M. Kolstee,LIB,0,1
Cattaraugus,South Valley,U.S. House,23,Andrew M. Kolstee,LIB,2,1
Cattaraugus,Town of Olean 1,U.S. House,23,Andrew M. Kolstee,LIB,3,0
Cattaraugus,Town of Olean 2,U.S. House,23,Andrew M. Kolstee,LIB,5,0
Cattaraugus,Town of Salamanca,U.S. House,23,Andrew M. Kolstee,LIB,4,0
Cattaraugus,Yorkshire 1,U.S. House,23,Andrew M. Kolstee,LIB,8,2
Cattaraugus,Yorkshire 2,U.S. House,23,Andrew M. Kolstee,LIB,12,3
Cattaraugus,Allegany District 1,U.S. House,23,Tom Reed,IND,9,1
Cattaraugus,Allegany District 2,U.S. House,23,Tom Reed,IND,3,3
Cattaraugus,Allegany District 3,U.S. House,23,Tom Reed,IND,4,1
Cattaraugus,Allegany District 4,U.S. House,23,Tom Reed,IND,8,0
Cattaraugus,Allegany District 5,U.S. House,23,Tom Reed,IND,4,1
Cattaraugus,Ashford District 1,U.S. House,23,Tom Reed,IND,1,0
Cattaraugus,Ashford District 2,U.S. House,23,Tom Reed,IND,9,1
Cattaraugus,Carrollton,U.S. House,23,Tom Reed,IND,4,1
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Tom Reed,IND,7,0
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Tom Reed,IND,12,0
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Tom Reed,IND,6,1
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Tom Reed,IND,5,0
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Tom Reed,IND,3,0
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Tom Reed,IND,6,0
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Tom Reed,IND,8,1
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Tom Reed,IND,4,0
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Tom Reed,IND,6,0
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Tom Reed,IND,5,3
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Tom Reed,IND,5,1
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Tom Reed,IND,3,1
Cattaraugus,Coldspring,U.S. House,23,Tom Reed,IND,2,0
Cattaraugus,Conewango,U.S. House,23,Tom Reed,IND,6,1
Cattaraugus,Dayton,U.S. House,23,Tom Reed,IND,10,0
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Tom Reed,IND,10,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Tom Reed,IND,12,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Tom Reed,IND,37,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Tom Reed,IND,12,
Cattaraugus,East Otto,U.S. House,23,Tom Reed,IND,4,2
Cattaraugus,Ellicottville,U.S. House,23,Tom Reed,IND,6,1
Cattaraugus,Farmersville,U.S. House,23,Tom Reed,IND,5,0
Cattaraugus,Franklinville District 1,U.S. House,23,Tom Reed,IND,7,3
Cattaraugus,Franklinville District 2,U.S. House,23,Tom Reed,IND,4,0
Cattaraugus,Freedom,U.S. House,23,Tom Reed,IND,10,2
Cattaraugus,Great Valley 1,U.S. House,23,Tom Reed,IND,4,
Cattaraugus,Great Valley 2,U.S. House,23,Tom Reed,IND,7,3
Cattaraugus,Hinsdale,U.S. House,23,Tom Reed,IND,6,2
Cattaraugus,Humphrey,U.S. House,23,Tom Reed,IND,2,1
Cattaraugus,Ischua,U.S. House,23,Tom Reed,IND,3,1
Cattaraugus,Leon,U.S. House,23,Tom Reed,IND,4,1
Cattaraugus,Little Valley,U.S. House,23,Tom Reed,IND,3,1
Cattaraugus,Lyndon,U.S. House,23,Tom Reed,IND,2,0
Cattaraugus,Machias,U.S. House,23,Tom Reed,IND,7,1
Cattaraugus,Mansfield,U.S. House,23,Tom Reed,IND,4,0
Cattaraugus,Napoli,U.S. House,23,Tom Reed,IND,3,1
Cattaraugus,New Albion,U.S. House,23,Tom Reed,IND,8,1
Cattaraugus,Otto,U.S. House,23,Tom Reed,IND,2,0
Cattaraugus,Perrysburg,U.S. House,23,Tom Reed,IND,21,0
Cattaraugus,Persia,U.S. House,23,Tom Reed,IND,11,0
Cattaraugus,Portville 1,U.S. House,23,Tom Reed,IND,5,0
Cattaraugus,Portville 2,U.S. House,23,Tom Reed,IND,6,0
Cattaraugus,Randolph District 1,U.S. House,23,Tom Reed,IND,7,1
Cattaraugus,Randolph District 2,U.S. House,23,Tom Reed,IND,4,0
Cattaraugus,Red House,U.S. House,23,Tom Reed,IND,0,1
Cattaraugus,South Valley,U.S. House,23,Tom Reed,IND,3,0
Cattaraugus,Town of Olean 1,U.S. House,23,Tom Reed,IND,4,0
Cattaraugus,Town of Olean 2,U.S. House,23,Tom Reed,IND,3,0
Cattaraugus,Town of Salamanca,U.S. House,23,Tom Reed,IND,3,0
Cattaraugus,Yorkshire 1,U.S. House,23,Tom Reed,IND,6,0
Cattaraugus,Yorkshire 2,U.S. House,23,Tom Reed,IND,11,0
Cattaraugus,Allegany District 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,Allegany District 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,Allegany District 3,U.S. House,23,Write-ins,,0,0
Cattaraugus,Allegany District 4,U.S. House,23,Write-ins,,0,0
Cattaraugus,Allegany District 5,U.S. House,23,Write-ins,,0,0
Cattaraugus,Ashford District 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,Ashford District 2,U.S. House,23,Write-ins,,0,1
Cattaraugus,Carrollton,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Write-ins,,0,0
Cattaraugus,Coldspring,U.S. House,23,Write-ins,,0,0
Cattaraugus,Conewango,U.S. House,23,Write-ins,,0,0
Cattaraugus,Dayton,U.S. House,23,Write-ins,,0,0
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Write-ins,,0,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Write-ins,,0,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Write-ins,,0,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Write-ins,,0,
Cattaraugus,East Otto,U.S. House,23,Write-ins,,0,0
Cattaraugus,Ellicottville,U.S. House,23,Write-ins,,0,0
Cattaraugus,Farmersville,U.S. House,23,Write-ins,,0,0
Cattaraugus,Franklinville District 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,Franklinville District 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,Freedom,U.S. House,23,Write-ins,,0,0
Cattaraugus,Great Valley 1,U.S. House,23,Write-ins,,0,
Cattaraugus,Great Valley 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,Hinsdale,U.S. House,23,Write-ins,,1,1
Cattaraugus,Humphrey,U.S. House,23,Write-ins,,0,0
Cattaraugus,Ischua,U.S. House,23,Write-ins,,0,0
Cattaraugus,Leon,U.S. House,23,Write-ins,,0,0
Cattaraugus,Little Valley,U.S. House,23,Write-ins,,0,0
Cattaraugus,Lyndon,U.S. House,23,Write-ins,,0,0
Cattaraugus,Machias,U.S. House,23,Write-ins,,0,0
Cattaraugus,Mansfield,U.S. House,23,Write-ins,,0,0
Cattaraugus,Napoli,U.S. House,23,Write-ins,,0,0
Cattaraugus,New Albion,U.S. House,23,Write-ins,,0,0
Cattaraugus,Otto,U.S. House,23,Write-ins,,0,0
Cattaraugus,Perrysburg,U.S. House,23,Write-ins,,0,0
Cattaraugus,Persia,U.S. House,23,Write-ins,,0,0
Cattaraugus,Portville 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,Portville 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,Randolph District 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,Randolph District 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,Red House,U.S. House,23,Write-ins,,0,0
Cattaraugus,South Valley,U.S. House,23,Write-ins,,0,0
Cattaraugus,Town of Olean 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,Town of Olean 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,Town of Salamanca,U.S. House,23,Write-ins,,0,0
Cattaraugus,Yorkshire 1,U.S. House,23,Write-ins,,0,0
Cattaraugus,Yorkshire 2,U.S. House,23,Write-ins,,0,0
Cattaraugus,Allegany District 1,U.S. House,23,Voids,,0,0
Cattaraugus,Allegany District 2,U.S. House,23,Voids,,0,3
Cattaraugus,Allegany District 3,U.S. House,23,Voids,,0,0
Cattaraugus,Allegany District 4,U.S. House,23,Voids,,0,0
Cattaraugus,Allegany District 5,U.S. House,23,Voids,,1,1
Cattaraugus,Ashford District 1,U.S. House,23,Voids,,0,0
Cattaraugus,Ashford District 2,U.S. House,23,Voids,,1,0
Cattaraugus,Carrollton,U.S. House,23,Voids,,0,0
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Voids,,0,0
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Voids,,0,0
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Voids,,0,0
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Voids,,0,2
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Voids,,0,1
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Voids,,0,1
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Voids,,0,1
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Voids,,0,1
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Voids,,0,0
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Voids,,0,0
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Voids,,1,1
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Voids,,0,0
Cattaraugus,Coldspring,U.S. House,23,Voids,,1,0
Cattaraugus,Conewango,U.S. House,23,Voids,,0,1
Cattaraugus,Dayton,U.S. House,23,Voids,,2,1
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Voids,,0,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Voids,,1,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Voids,,0,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Voids,,0,
Cattaraugus,East Otto,U.S. House,23,Voids,,0,0
Cattaraugus,Ellicottville,U.S. House,23,Voids,,0,0
Cattaraugus,Farmersville,U.S. House,23,Voids,,0,0
Cattaraugus,Franklinville District 1,U.S. House,23,Voids,,0,0
Cattaraugus,Franklinville District 2,U.S. House,23,Voids,,0,0
Cattaraugus,Freedom,U.S. House,23,Voids,,0,0
Cattaraugus,Great Valley 1,U.S. House,23,Voids,,1,
Cattaraugus,Great Valley 2,U.S. House,23,Voids,,1,0
Cattaraugus,Hinsdale,U.S. House,23,Voids,,0,0
Cattaraugus,Humphrey,U.S. House,23,Voids,,0,4
Cattaraugus,Ischua,U.S. House,23,Voids,,0,0
Cattaraugus,Leon,U.S. House,23,Voids,,0,1
Cattaraugus,Little Valley,U.S. House,23,Voids,,0,0
Cattaraugus,Lyndon,U.S. House,23,Voids,,0,0
Cattaraugus,Machias,U.S. House,23,Voids,,2,0
Cattaraugus,Mansfield,U.S. House,23,Voids,,0,0
Cattaraugus,Napoli,U.S. House,23,Voids,,1,0
Cattaraugus,New Albion,U.S. House,23,Voids,,1,0
Cattaraugus,Otto,U.S. House,23,Voids,,0,0
Cattaraugus,Perrysburg,U.S. House,23,Voids,,0,0
Cattaraugus,Persia,U.S. House,23,Voids,,0,0
Cattaraugus,Portville 1,U.S. House,23,Voids,,1,0
Cattaraugus,Portville 2,U.S. House,23,Voids,,0,1
Cattaraugus,Randolph District 1,U.S. House,23,Voids,,0,0
Cattaraugus,Randolph District 2,U.S. House,23,Voids,,0,0
Cattaraugus,Red House,U.S. House,23,Voids,,0,0
Cattaraugus,South Valley,U.S. House,23,Voids,,0,0
Cattaraugus,Town of Olean 1,U.S. House,23,Voids,,0,0
Cattaraugus,Town of Olean 2,U.S. House,23,Voids,,0,0
Cattaraugus,Town of Salamanca,U.S. House,23,Voids,,1,0
Cattaraugus,Yorkshire 1,U.S. House,23,Voids,,0,0
Cattaraugus,Yorkshire 2,U.S. House,23,Voids,,1,0
Cattaraugus,Allegany District 1,U.S. House,23,Blanks,,19,0
Cattaraugus,Allegany District 2,U.S. House,23,Blanks,,6,8
Cattaraugus,Allegany District 3,U.S. House,23,Blanks,,5,0
Cattaraugus,Allegany District 4,U.S. House,23,Blanks,,9,0
Cattaraugus,Allegany District 5,U.S. House,23,Blanks,,15,5
Cattaraugus,Ashford District 1,U.S. House,23,Blanks,,12,0
Cattaraugus,Ashford District 2,U.S. House,23,Blanks,,16,3
Cattaraugus,Carrollton,U.S. House,23,Blanks,,18,0
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Blanks,,23,0
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Blanks,,12,4
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Blanks,,11,3
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Blanks,,15,8
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Blanks,,16,1
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Blanks,,10,1
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Blanks,,25,4
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Blanks,,11,5
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Blanks,,24,3
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Blanks,,10,0
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Blanks,,21,5
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Blanks,,11,5
Cattaraugus,Coldspring,U.S. House,23,Blanks,,16,2
Cattaraugus,Conewango,U.S. House,23,Blanks,,13,5
Cattaraugus,Dayton,U.S. House,23,Blanks,,27,1
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Blanks,,39,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Blanks,,27,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Blanks,,46,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Blanks,,27,
Cattaraugus,East Otto,U.S. House,23,Blanks,,11,7
Cattaraugus,Ellicottville,U.S. House,23,Blanks,,15,4
Cattaraugus,Farmersville,U.S. House,23,Blanks,,12,3
Cattaraugus,Franklinville District 1,U.S. House,23,Blanks,,15,7
Cattaraugus,Franklinville District 2,U.S. House,23,Blanks,,18,7
Cattaraugus,Freedom,U.S. House,23,Blanks,,66,1
Cattaraugus,Great Valley 1,U.S. House,23,Blanks,,8,3
Cattaraugus,Great Valley 2,U.S. House,23,Blanks,,15,15
Cattaraugus,Hinsdale,U.S. House,23,Blanks,,18,3
Cattaraugus,Humphrey,U.S. House,23,Blanks,,2,6
Cattaraugus,Ischua,U.S. House,23,Blanks,,5,6
Cattaraugus,Leon,U.S. House,23,Blanks,,4,4
Cattaraugus,Little Valley,U.S. House,23,Blanks,,9,4
Cattaraugus,Lyndon,U.S. House,23,Blanks,,15,2
Cattaraugus,Machias,U.S. House,23,Blanks,,31,9
Cattaraugus,Mansfield,U.S. House,23,Blanks,,9,3
