county,precinct,office,district,candidate,party,votes,absentee,affidavit,election_day
Jefferson,Alexandria 1,U.S. Senate,,Joe Pinion,REP,190,,,
Jefferson,Alexandria 2,U.S. Senate,,Joe Pinion,REP,305,,,
Jefferson,Alexandria 3,U.S. Senate,,Joe Pinion,REP,445,,,
Jefferson,Antwerp 1,U.S. Senate,,Joe Pinion,REP,94,,,
Jefferson,Antwerp 2,U.S. Senate,,Joe Pinion,REP,269,,,
Jefferson,Brownville 1,U.S. Senate,,Joe Pinion,REP,282,,,
Jefferson,Brownville 2,U.S. Senate,,Joe Pinion,REP,183,,,
Jefferson,Brownville 3,U.S. Senate,,Joe Pinion,REP,361,,,
Jefferson,Brownville 4,U.S. Senate,,Joe Pinion,REP,168,,,
Jefferson,Brownville 5,U.S. Senate,,Joe Pinion,REP,377,,,
Jefferson,Cape Vincent 1,U.S. Senate,,Joe Pinion,REP,182,,,
Jefferson,Cape Vincent 2,U.S. Senate,,Joe Pinion,REP,428,,,
Jefferson,Champion 1,U.S. Senate,,Joe Pinion,REP,588,,,
Jefferson,Champion 2,U.S. Senate,,Joe Pinion,REP,234,,,
Jefferson,Clayton 1,U.S. Senate,,Joe Pinion,REP,303,,,
Jefferson,Clayton 2,U.S. Senate,,Joe Pinion,REP,334,,,
Jefferson,Clayton 3,U.S. Senate,,Joe Pinion,REP,482,,,
Jefferson,Ellisburg 1,U.S. Senate,,Joe Pinion,REP,114,,,
Jefferson,Elllisburg 2,U.S. Senate,,Joe Pinion,REP,284,,,
Jefferson,Ellisburg 3,U.S. Senate,,Joe Pinion,REP,41,,,
Jefferson,Ellisburg 4,U.S. Senate,,Joe Pinion,REP,370,,,
Jefferson,Henderson 1,U.S. Senate,,Joe Pinion,REP,422,,,
Jefferson,Hounsfield 1,U.S. Senate,,Joe Pinion,REP,246,,,
Jefferson,Hounsfield 2,U.S. Senate,,Joe Pinion,REP,462,,,
Jefferson,LeRay 1,U.S. Senate,,Joe Pinion,REP,173,,,
Jefferson,LeRay 2,U.S. Senate,,Joe Pinion,REP,62,,,
Jefferson,LeRay 3,U.S. Senate,,Joe Pinion,REP,88,,,
Jefferson,LeRay 4,U.S. Senate,,Joe Pinion,REP,276,,,
Jefferson,LeRay 5,U.S. Senate,,Joe Pinion,REP,123,,,
Jefferson,LeRay 6,U.S. Senate,,Joe Pinion,REP,78,,,
Jefferson,LeRay 7,U.S. Senate,,Joe Pinion,REP,30,,,
Jefferson,LeRay 8,U.S. Senate,,Joe Pinion,REP,232,,,
Jefferson,Lorraine 1,U.S. Senate,,Joe Pinion,REP,278,,,
Jefferson,Lyme 1,U.S. Senate,,Joe Pinion,REP,226,,,
Jefferson,Lyme 2,U.S. Senate,,Joe Pinion,REP,266,,,
Jefferson,Lyme 3,U.S. Senate,,Joe Pinion,REP,130,,,
Jefferson,Orleans 1,U.S. Senate,,Joe Pinion,REP,445,,,
Jefferson,Orleans 2,U.S. Senate,,Joe Pinion,REP,220,,,
Jefferson,Pamelia 1,U.S. Senate,,Joe Pinion,REP,379,,,
Jefferson,Pamelia 2,U.S. Senate,,Joe Pinion,REP,362,,,
Jefferson,Philadelphia 1,U.S. Senate,,Joe Pinion,REP,141,,,
Jefferson,Philadelphia 2,U.S. Senate,,Joe Pinion,REP,175,,,
Jefferson,Rodman 1,U.S. Senate,,Joe Pinion,REP,352,,,
Jefferson,Rutland 1,U.S. Senate,,Joe Pinion,REP,316,,,
Jefferson,Rutland 2,U.S. Senate,,Joe Pinion,REP,243,,,
Jefferson,Rutland 3,U.S. Senate,,Joe Pinion,REP,67,,,
Jefferson,Theresa 1,U.S. Senate,,Joe Pinion,REP,579,,,
Jefferson,Watertown 1,U.S. Senate,,Joe Pinion,REP,449,,,
Jefferson,Watertown 2,U.S. Senate,,Joe Pinion,REP,548,,,
Jefferson,Wilna 1,U.S. Senate,,Joe Pinion,REP,59,,,
Jefferson,Wilna 2,U.S. Senate,,Joe Pinion,REP,13,,,
Jefferson,Wilna 3,U.S. Senate,,Joe Pinion,REP,42,,,
Jefferson,Wilna 4,U.S. Senate,,Joe Pinion,REP,129,,,
Jefferson,Wilna 5,U.S. Senate,,Joe Pinion,REP,324,,,
Jefferson,Wilna 6,U.S. Senate,,Joe Pinion,REP,256,,,
Jefferson,Worth 1,U.S. Senate,,Joe Pinion,REP,84,,,
Jefferson,City 12/1,U.S. Senate,,Joe Pinion,CON,51,,,
Jefferson,City 12/2,U.S. Senate,,Joe Pinion,CON,33,,,
Jefferson,City 12/3,U.S. Senate,,Joe Pinion,CON,25,,,
Jefferson,13/1,U.S. Senate,,Joe Pinion,CON,24,,,
Jefferson,13/2,U.S. Senate,,Joe Pinion,CON,25,,,
Jefferson,13/3,U.S. Senate,,Joe Pinion,CON,22,,,
Jefferson,14/1,U.S. Senate,,Joe Pinion,CON,31,,,
Jefferson,14/2,U.S. Senate,,Joe Pinion,CON,12,,,
Jefferson,15/1,U.S. Senate,,Joe Pinion,CON,20,,,
Jefferson,15/2,U.S. Senate,,Joe Pinion,CON,36,,,
Jefferson,15/3,U.S. Senate,,Joe Pinion,CON,14,,,
Jefferson,Adams 1,U.S. Senate,,Joe Pinion,CON,23,,,
Jefferson,Adams 2,U.S. Senate,,Joe Pinion,CON,19,,,
Jefferson,Adams 3,U.S. Senate,,Joe Pinion,CON,49,,,
Jefferson,Alexandria 1,U.S. Senate,,Joe Pinion,CON,13,,,
Jefferson,Alexandria 2,U.S. Senate,,Joe Pinion,CON,25,,,
Jefferson,Alexandria 3,U.S. Senate,,Joe Pinion,CON,29,,,
Jefferson,Antwerp 1,U.S. Senate,,Joe Pinion,CON,14,,,
Jefferson,Antwerp 2,U.S. Senate,,Joe Pinion,CON,32,,,
Jefferson,Brownville 1,U.S. Senate,,Joe Pinion,CON,17,,,
Jefferson,Brownville 2,U.S. Senate,,Joe Pinion,CON,23,,,
Jefferson,Brownville 3,U.S. Senate,,Joe Pinion,CON,39,,,
Jefferson,Brownville 4,U.S. Senate,,Joe Pinion,CON,18,,,
Jefferson,Brownville 5,U.S. Senate,,Joe Pinion,CON,25,,,
Jefferson,Cape Vincent 1,U.S. Senate,,Joe Pinion,CON,14,,,
Jefferson,Cape Vincent 2,U.S. Senate,,Joe Pinion,CON,57,,,
Jefferson,Champion 1,U.S. Senate,,Joe Pinion,CON,51,,,
Jefferson,Champion 2,U.S. Senate,,Joe Pinion,CON,24,,,
Jefferson,Clayton 1,U.S. Senate,,Joe Pinion,CON,43,,,
Jefferson,Clayton 2,U.S. Senate,,Joe Pinion,CON,34,,,
Jefferson,Clayton 3,U.S. Senate,,Joe Pinion,CON,39,,,
Jefferson,Ellisburg 1,U.S. Senate,,Joe Pinion,CON,4,,,
Jefferson,Elllisburg 2,U.S. Senate,,Joe Pinion,CON,28,,,
Jefferson,Ellisburg 3,U.S. Senate,,Joe Pinion,CON,5,,,
Jefferson,Ellisburg 4,U.S. Senate,,Joe Pinion,CON,37,,,
Jefferson,Henderson 1,U.S. Senate,,Joe Pinion,CON,33,,,
Jefferson,Hounsfield 1,U.S. Senate,,Joe Pinion,CON,26,,,
Jefferson,Hounsfield 2,U.S. Senate,,Joe Pinion,CON,53,,,
Jefferson,LeRay 1,U.S. Senate,,Joe Pinion,CON,14,,,
Jefferson,LeRay 2,U.S. Senate,,Joe Pinion,CON,9,,,
Jefferson,LeRay 3,U.S. Senate,,Joe Pinion,CON,12,,,
Jefferson,LeRay 4,U.S. Senate,,Joe Pinion,CON,27,,,
Jefferson,LeRay 5,U.S. Senate,,Joe Pinion,CON,10,,,
Jefferson,LeRay 6,U.S. Senate,,Joe Pinion,CON,5,,,
Jefferson,LeRay 7,U.S. Senate,,Joe Pinion,CON,5,,,
Jefferson,LeRay 8,U.S. Senate,,Joe Pinion,CON,23,,,
Jefferson,Lorraine 1,U.S. Senate,,Joe Pinion,CON,38,,,
Jefferson,Lyme 1,U.S. Senate,,Joe Pinion,CON,27,,,
Jefferson,Lyme 2,U.S. Senate,,Joe Pinion,CON,33,,,
Jefferson,Lyme 3,U.S. Senate,,Joe Pinion,CON,13,,,
Jefferson,Orleans 1,U.S. Senate,,Joe Pinion,CON,41,,,
Jefferson,Orleans 2,U.S. Senate,,Joe Pinion,CON,28,,,
Jefferson,Pamelia 1,U.S. Senate,,Joe Pinion,CON,42,,,
Jefferson,Pamelia 2,U.S. Senate,,Joe Pinion,CON,33,,,
Jefferson,Philadelphia 1,U.S. Senate,,Joe Pinion,CON,12,,,
Jefferson,Philadelphia 2,U.S. Senate,,Joe Pinion,CON,19,,,
Jefferson,Rodman 1,U.S. Senate,,Joe Pinion,CON,34,,,
Jefferson,Rutland 1,U.S. Senate,,Joe Pinion,CON,24,,,
Jefferson,Rutland 2,U.S. Senate,,Joe Pinion,CON,23,,,
Jefferson,Rutland 3,U.S. Senate,,Joe Pinion,CON,7,,,
Jefferson,Theresa 1,U.S. Senate,,Joe Pinion,CON,59,,,
Jefferson,Watertown 1,U.S. Senate,,Joe Pinion,CON,58,,,
Jefferson,Watertown 2,U.S. Senate,,Joe Pinion,CON,49,,,
Jefferson,Wilna 1,U.S. Senate,,Joe Pinion,CON,9,,,
Jefferson,Wilna 2,U.S. Senate,,Joe Pinion,CON,3,,,
Jefferson,Wilna 3,U.S. Senate,,Joe Pinion,CON,3,,,
Jefferson,Wilna 4,U.S. Senate,,Joe Pinion,CON,14,,,
Jefferson,Wilna 5,U.S. Senate,,Joe Pinion,CON,23,,,
Jefferson,Wilna 6,U.S. Senate,,Joe Pinion,CON,27,,,
Jefferson,Worth 1,U.S. Senate,,Joe Pinion,CON,4,,,
Jefferson,City 12/1,U.S. Senate,,Charles E. Schumer,WOR,18,,,
Jefferson,City 12/2,U.S. Senate,,Charles E. Schumer,WOR,27,,,
Jefferson,City 12/3,U.S. Senate,,Charles E. Schumer,WOR,15,,,
Jefferson,13/1,U.S. Senate,,Charles E. Schumer,WOR,18,,,
Jefferson,13/2,U.S. Senate,,Charles E. Schumer,WOR,14,,,
Jefferson,13/3,U.S. Senate,,Charles E. Schumer,WOR,17,,,
Jefferson,14/1,U.S. Senate,,Charles E. Schumer,WOR,18,,,
Jefferson,14/2,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,15/1,U.S. Senate,,Charles E. Schumer,WOR,15,,,
Jefferson,15/2,U.S. Senate,,Charles E. Schumer,WOR,18,,,
Jefferson,15/3,U.S. Senate,,Charles E. Schumer,WOR,10,,,
Jefferson,Adams 1,U.S. Senate,,Charles E. Schumer,WOR,21,,,
Jefferson,Adams 2,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,Adams 3,U.S. Senate,,Charles E. Schumer,WOR,19,,,
Jefferson,Alexandria 1,U.S. Senate,,Charles E. Schumer,WOR,15,,,
Jefferson,Alexandria 2,U.S. Senate,,Charles E. Schumer,WOR,18,,,
Jefferson,Alexandria 3,U.S. Senate,,Charles E. Schumer,WOR,29,,,
Jefferson,Antwerp 1,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,Antwerp 2,U.S. Senate,,Charles E. Schumer,WOR,15,,,
Jefferson,Brownville 1,U.S. Senate,,Charles E. Schumer,WOR,11,,,
Jefferson,Brownville 2,U.S. Senate,,Charles E. Schumer,WOR,6,,,
Jefferson,Brownville 3,U.S. Senate,,Charles E. Schumer,WOR,12,,,
Jefferson,Brownville 4,U.S. Senate,,Charles E. Schumer,WOR,11,,,
Jefferson,Brownville 5,U.S. Senate,,Charles E. Schumer,WOR,14,,,
Jefferson,Cape Vincent 1,U.S. Senate,,Charles E. Schumer,WOR,12,,,
Jefferson,Cape Vincent 2,U.S. Senate,,Charles E. Schumer,WOR,18,,,
Jefferson,Champion 1,U.S. Senate,,Charles E. Schumer,WOR,16,,,
Jefferson,Champion 2,U.S. Senate,,Charles E. Schumer,WOR,16,,,
Jefferson,Clayton 1,U.S. Senate,,Charles E. Schumer,WOR,14,,,
Jefferson,Clayton 2,U.S. Senate,,Charles E. Schumer,WOR,27,,,
Jefferson,Clayton 3,U.S. Senate,,Charles E. Schumer,WOR,32,,,
Jefferson,Ellisburg 1,U.S. Senate,,Charles E. Schumer,WOR,4,,,
Jefferson,Elllisburg 2,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,Ellisburg 3,U.S. Senate,,Charles E. Schumer,WOR,8,,,
Jefferson,Ellisburg 4,U.S. Senate,,Charles E. Schumer,WOR,8,,,
Jefferson,Henderson 1,U.S. Senate,,Charles E. Schumer,WOR,17,,,
Jefferson,Hounsfield 1,U.S. Senate,,Charles E. Schumer,WOR,25,,,
Jefferson,Hounsfield 2,U.S. Senate,,Charles E. Schumer,WOR,21,,,
Jefferson,LeRay 1,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,LeRay 2,U.S. Senate,,Charles E. Schumer,WOR,2,,,
Jefferson,LeRay 3,U.S. Senate,,Charles E. Schumer,WOR,11,,,
Jefferson,LeRay 4,U.S. Senate,,Charles E. Schumer,WOR,12,,,
Jefferson,LeRay 5,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,LeRay 6,U.S. Senate,,Charles E. Schumer,WOR,3,,,
Jefferson,LeRay 7,U.S. Senate,,Charles E. Schumer,WOR,0,,,
Jefferson,LeRay 8,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,Lorraine 1,U.S. Senate,,Charles E. Schumer,WOR,8,,,
Jefferson,Lyme 1,U.S. Senate,,Charles E. Schumer,WOR,3,,,
Jefferson,Lyme 2,U.S. Senate,,Charles E. Schumer,WOR,18,,,
Jefferson,Lyme 3,U.S. Senate,,Charles E. Schumer,WOR,7,,,
Jefferson,Orleans 1,U.S. Senate,,Charles E. Schumer,WOR,15,,,
Jefferson,Orleans 2,U.S. Senate,,Charles E. Schumer,WOR,8,,,
Jefferson,Pamelia 1,U.S. Senate,,Charles E. Schumer,WOR,18,,,
Jefferson,Pamelia 2,U.S. Senate,,Charles E. Schumer,WOR,14,,,
Jefferson,Philadelphia 1,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,Philadelphia 2,U.S. Senate,,Charles E. Schumer,WOR,6,,,
Jefferson,Rodman 1,U.S. Senate,,Charles E. Schumer,WOR,11,,,
Jefferson,Rutland 1,U.S. Senate,,Charles E. Schumer,WOR,12,,,
Jefferson,Rutland 2,U.S. Senate,,Charles E. Schumer,WOR,7,,,
Jefferson,Rutland 3,U.S. Senate,,Charles E. Schumer,WOR,7,,,
Jefferson,Theresa 1,U.S. Senate,,Charles E. Schumer,WOR,36,,,
Jefferson,Watertown 1,U.S. Senate,,Charles E. Schumer,WOR,19,,,
Jefferson,Watertown 2,U.S. Senate,,Charles E. Schumer,WOR,23,,,
Jefferson,Wilna 1,U.S. Senate,,Charles E. Schumer,WOR,5,,,
Jefferson,Wilna 2,U.S. Senate,,Charles E. Schumer,WOR,2,,,
Jefferson,Wilna 3,U.S. Senate,,Charles E. Schumer,WOR,3,,,
Jefferson,Wilna 4,U.S. Senate,,Charles E. Schumer,WOR,5,,,
Jefferson,Wilna 5,U.S. Senate,,Charles E. Schumer,WOR,9,,,
Jefferson,Wilna 6,U.S. Senate,,Charles E. Schumer,WOR,16,,,
Jefferson,Worth 1,U.S. Senate,,Charles E. Schumer,WOR,4,,,
Jefferson,City 12/1,U.S. Senate,,Diane Sare,LAR,3,,,
Jefferson,City 12/2,U.S. Senate,,Diane Sare,LAR,5,,,
Jefferson,City 12/3,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,13/1,U.S. Senate,,Diane Sare,LAR,8,,,
Jefferson,13/2,U.S. Senate,,Diane Sare,LAR,3,,,
Jefferson,13/3,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,14/1,U.S. Senate,,Diane Sare,LAR,7,,,
Jefferson,14/2,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,15/1,U.S. Senate,,Diane Sare,LAR,5,,,
Jefferson,15/2,U.S. Senate,,Diane Sare,LAR,6,,,
Jefferson,15/3,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Adams 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Adams 2,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Adams 3,U.S. Senate,,Diane Sare,LAR,4,,,
Jefferson,Alexandria 1,U.S. Senate,,Diane Sare,LAR,5,,,
Jefferson,Alexandria 2,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Alexandria 3,U.S. Senate,,Diane Sare,LAR,4,,,
Jefferson,Antwerp 1,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Antwerp 2,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Brownville 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Brownville 2,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Brownville 3,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Brownville 4,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Brownville 5,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Cape Vincent 1,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Cape Vincent 2,U.S. Senate,,Diane Sare,LAR,5,,,
Jefferson,Champion 1,U.S. Senate,,Diane Sare,LAR,4,,,
Jefferson,Champion 2,U.S. Senate,,Diane Sare,LAR,4,,,
Jefferson,Clayton 1,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Clayton 2,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Clayton 3,U.S. Senate,,Diane Sare,LAR,6,,,
Jefferson,Ellisburg 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Elllisburg 2,U.S. Senate,,Diane Sare,LAR,4,,,
Jefferson,Ellisburg 3,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Ellisburg 4,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Henderson 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Hounsfield 1,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Hounsfield 2,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,LeRay 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,LeRay 2,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,LeRay 3,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,LeRay 4,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,LeRay 5,U.S. Senate,,Diane Sare,LAR,3,,,
Jefferson,LeRay 6,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,LeRay 7,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,LeRay 8,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Lorraine 1,U.S. Senate,,Diane Sare,LAR,3,,,
Jefferson,Lyme 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Lyme 2,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Lyme 3,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Orleans 1,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Orleans 2,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Pamelia 1,U.S. Senate,,Diane Sare,LAR,4,,,
Jefferson,Pamelia 2,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Philadelphia 1,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Philadelphia 2,U.S. Senate,,Diane Sare,LAR,5,,,
Jefferson,Rodman 1,U.S. Senate,,Diane Sare,LAR,3,,,
Jefferson,Rutland 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Rutland 2,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Rutland 3,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Theresa 1,U.S. Senate,,Diane Sare,LAR,6,,,
Jefferson,Watertown 1,U.S. Senate,,Diane Sare,LAR,3,,,
Jefferson,Watertown 2,U.S. Senate,,Diane Sare,LAR,3,,,
Jefferson,Wilna 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Wilna 2,U.S. Senate,,Diane Sare,LAR,0,,,
Jefferson,Wilna 3,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Wilna 4,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,Wilna 5,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Wilna 6,U.S. Senate,,Diane Sare,LAR,2,,,
Jefferson,Worth 1,U.S. Senate,,Diane Sare,LAR,1,,,
Jefferson,City 12/1,U.S. Senate,,Write-ins,,0,,,
Jefferson,City 12/2,U.S. Senate,,Write-ins,,0,,,
Jefferson,City 12/3,U.S. Senate,,Write-ins,,0,,,
Jefferson,13/1,U.S. Senate,,Write-ins,,1,,,
Jefferson,13/2,U.S. Senate,,Write-ins,,1,,,
Jefferson,13/3,U.S. Senate,,Write-ins,,0,,,
Jefferson,14/1,U.S. Senate,,Write-ins,,1,,,
Jefferson,14/2,U.S. Senate,,Write-ins,,0,,,
Jefferson,15/1,U.S. Senate,,Write-ins,,0,,,
Jefferson,15/2,U.S. Senate,,Write-ins,,0,,,
Jefferson,15/3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Adams 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Adams 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Adams 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Alexandria 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Alexandria 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Alexandria 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Antwerp 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Antwerp 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Brownville 1,U.S. Senate,,Write-ins,,1,,,
Jefferson,Brownville 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Brownville 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Brownville 4,U.S. Senate,,Write-ins,,0,,,
Jefferson,Brownville 5,U.S. Senate,,Write-ins,,1,,,
Jefferson,Cape Vincent 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Cape Vincent 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Champion 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Champion 2,U.S. Senate,,Write-ins,,1,,,
Jefferson,Clayton 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Clayton 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Clayton 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Ellisburg 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Elllisburg 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Ellisburg 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Ellisburg 4,U.S. Senate,,Write-ins,,0,,,
Jefferson,Henderson 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Hounsfield 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Hounsfield 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,LeRay 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,LeRay 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,LeRay 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,LeRay 4,U.S. Senate,,Write-ins,,0,,,
Jefferson,LeRay 5,U.S. Senate,,Write-ins,,0,,,
Jefferson,LeRay 6,U.S. Senate,,Write-ins,,0,,,
Jefferson,LeRay 7,U.S. Senate,,Write-ins,,0,,,
Jefferson,LeRay 8,U.S. Senate,,Write-ins,,0,,,
Jefferson,Lorraine 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Lyme 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Lyme 2,U.S. Senate,,Write-ins,,1,,,
Jefferson,Lyme 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Orleans 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Orleans 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Pamelia 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Pamelia 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Philadelphia 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Philadelphia 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Rodman 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Rutland 1,U.S. Senate,,Write-ins,,1,,,
Jefferson,Rutland 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Rutland 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Theresa 1,U.S. Senate,,Write-ins,,1,,,
Jefferson,Watertown 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Watertown 2,U.S. Senate,,Write-ins,,1,,,
Jefferson,Wilna 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,Wilna 2,U.S. Senate,,Write-ins,,0,,,
Jefferson,Wilna 3,U.S. Senate,,Write-ins,,0,,,
Jefferson,Wilna 4,U.S. Senate,,Write-ins,,0,,,
Jefferson,Wilna 5,U.S. Senate,,Write-ins,,0,,,
Jefferson,Wilna 6,U.S. Senate,,Write-ins,,0,,,
Jefferson,Worth 1,U.S. Senate,,Write-ins,,0,,,
Jefferson,City 12/1,U.S. Senate,,Under Votes,,9,,,
Jefferson,City 12/2,U.S. Senate,,Under Votes,,14,,,
Jefferson,City 12/3,U.S. Senate,,Under Votes,,10,,,
Jefferson,13/1,U.S. Senate,,Under Votes,,7,,,
Jefferson,13/2,U.S. Senate,,Under Votes,,11,,,
Jefferson,13/3,U.S. Senate,,Under Votes,,4,,,
Jefferson,14/1,U.S. Senate,,Under Votes,,7,,,
Jefferson,14/2,U.S. Senate,,Under Votes,,2,,,
Jefferson,15/1,U.S. Senate,,Under Votes,,13,,,
Jefferson,15/2,U.S. Senate,,Under Votes,,6,,,
Jefferson,15/3,U.S. Senate,,Under Votes,,6,,,
Jefferson,Adams 1,U.S. Senate,,Under Votes,,8,,,
Jefferson,Adams 2,U.S. Senate,,Under Votes,,2,,,
Jefferson,Adams 3,U.S. Senate,,Under Votes,,10,,,
Jefferson,Alexandria 1,U.S. Senate,,Under Votes,,7,,,
Jefferson,Alexandria 2,U.S. Senate,,Under Votes,,12,,,
Jefferson,Alexandria 3,U.S. Senate,,Under Votes,,16,,,
Jefferson,Antwerp 1,U.S. Senate,,Under Votes,,3,,,
Jefferson,Antwerp 2,U.S. Senate,,Under Votes,,12,,,
Jefferson,Brownville 1,U.S. Senate,,Under Votes,,8,,,
Jefferson,Brownville 2,U.S. Senate,,Under Votes,,13,,,
Jefferson,Brownville 3,U.S. Senate,,Under Votes,,9,,,
Jefferson,Brownville 4,U.S. Senate,,Under Votes,,5,,,
Jefferson,Brownville 5,U.S. Senate,,Under Votes,,18,,,
Jefferson,Cape Vincent 1,U.S. Senate,,Under Votes,,6,,,
Jefferson,Cape Vincent 2,U.S. Senate,,Under Votes,,14,,,
Jefferson,Champion 1,U.S. Senate,,Under Votes,,11,,,
Jefferson,Champion 2,U.S. Senate,,Under Votes,,14,,,
Jefferson,Clayton 1,U.S. Senate,,Under Votes,,14,,,
Jefferson,Clayton 2,U.S. Senate,,Under Votes,,12,,,
Jefferson,Clayton 3,U.S. Senate,,Under Votes,,17,,,
Jefferson,Ellisburg 1,U.S. Senate,,Under Votes,,2,,,
Jefferson,Elllisburg 2,U.S. Senate,,Under Votes,,7,,,
Jefferson,Ellisburg 3,U.S. Senate,,Under Votes,,0,,,
Jefferson,Ellisburg 4,U.S. Senate,,Under Votes,,9,,,
Jefferson,Henderson 1,U.S. Senate,,Under Votes,,16,,,
Jefferson,Hounsfield 1,U.S. Senate,,Under Votes,,7,,,
